Name,Customer_ID,Account_Number,Meter_Number,Age,Location,Income,Purchase_Frequency,Purchase_History,Churn_Status,Customer_Satisfaction_Score,Average_Resolution_Time_Hours,Complaint_Frequency,Transaction_DateTime,Transaction_Reference,Receipt_Number,Payment_Type,Meter_Type,Tariff_Class,Amount_Paid,Units_Purchased,Token,VAT,Service_Charge,Debt_Arrears,Previous_Meter_Reading,Current_Meter_Reading,Energy_Consumption,Billing_Cycle,Billing_Accuracy,Power_Outage_Frequency,Power_Outage_Duration_Hours,Service_Usage
Caitlyn Murray,CUST500071,AEDC100071,MTR200071,18,"Gwagwalada, Abuja, Nigeria",114227,10,147539.55,No,4.7,20.85,0,2025-10-28 07:35:22.988086,32749b8b-879d-4e8f-a6a1-fed5ef22a5da,RCPT300071,Cash,Postpaid,B,13220.6,216.54,,991.54,807.07,22996.79,7598,7814,216,Jun-2025,0.84,3,1.82,2173.16
Russell Ortega,CUST500072,AEDC100072,MTR200072,40,"Wuse, Abuja, Nigeria",30000,1,1266.13,No,2.72,29.52,6,2025-05-20 10:04:37.720782,c017cf71-7854-4cc1-882e-a2059338597b,RCPT300072,POS,Postpaid,B,1082.73,8.93,,81.2,1562.29,1836.3,4143,4151,8,Mar-2025,0.97,11,15.62,20.0
Gregory Mack,CUST500073,AEDC100073,MTR200073,29,"Kurudu, Abuja, Nigeria",44815,9,31782.33,Yes,3.98,12.33,2,2025-06-13 18:33:24.111966,660e6d2a-694d-4309-a2c4-6332cda5c106,RCPT300073,Transfer,Postpaid,B,3310.33,28.42,,248.27,1459.03,1471.72,2828,2856,28,Jan-2025,0.88,6,9.94,231.1
Rebecca Lee,CUST500074,AEDC100074,MTR200074,41,"Asokoro, Abuja, Nigeria",100150,11,126670.66,No,4.25,34.63,2,2025-12-20 15:40:47.060727,deb17a88-5fda-4007-b892-9e8f0de946e0,RCPT300074,Cash,Postpaid,C,9955.42,132.85,,746.66,325.64,1571.14,5984,6116,132,Mar-2025,0.87,0,0.0,1470.07
Jessica Floyd,CUST500075,AEDC100075,MTR200075,42,"Karu, Abuja, Nigeria",30000,14,21812.6,No,2.47,25.47,6,2026-01-24 23:31:39.645317,540b3d94-7f42-48f1-b015-72ce9f37ee40,RCPT300075,Cash,Postpaid,C,1530.12,12.29,,114.76,1743.36,7506.72,3557,3569,12,Jan-2025,0.82,9,21.45,116.47
Karen Barber,CUST500076,AEDC100076,MTR200076,50,"Kubwa, Abuja, Nigeria",66010,9,22521.03,Yes,3.83,29.65,3,2025-11-09 06:16:07.135340,93b84fc1-0c68-4944-b58c-4fde1f1999a9,RCPT300076,Cash,Prepaid,B,1935.79,26.98,71342633224098726866,145.18,1090.73,43835.56,6914,6940,26,Jun-2025,0.94,3,5.41,271.84
Justin Anderson,CUST500077,AEDC100077,MTR200077,30,"Apo, Abuja, Nigeria",45001,12,32335.91,Yes,3.74,36.77,3,2025-10-07 16:15:02.712624,6abafb15-e593-4ce1-8392-0b73bfe351fc,RCPT300077,Mobile App,Postpaid,B,2018.95,34.58,,151.42,713.19,74834.17,7617,7651,34,Apr-2025,0.96,2,5.89,414.06
Matthew Blair,CUST500078,AEDC100078,MTR200078,48,"Maitama, Abuja, Nigeria",34443,9,38798.44,Yes,3.93,21.99,3,2025-10-17 13:38:58.486191,8b09a8fd-7fb3-43c1-80d9-2697afdd6a7c,RCPT300078,Transfer,Postpaid,A,3455.16,36.18,,259.14,2059.27,12105.6,4564,4600,36,Feb-2025,0.98,4,4.96,300.04
Christopher Mcknight,CUST500079,AEDC100079,MTR200079,48,"Lugbe, Abuja, Nigeria",30000,9,20540.99,No,4.43,48.8,0,2025-06-20 15:28:35.943948,8e131336-2f05-494c-babb-30b70054e029,RCPT300079,Cash,Postpaid,A,2142.72,23.38,,160.7,1074.34,17555.2,5178,5201,23,Feb-2025,0.76,2,1.73,264.04
Alicia Gonzalez,CUST500080,AEDC100080,MTR200080,29,"Karu, Abuja, Nigeria",106604,9,86803.23,No,3.53,22.12,3,2025-04-25 00:16:27.985475,194fac9a-9066-487c-b273-4215eaec7206,RCPT300080,Mobile App,Prepaid,C,8292.6,66.71,54469549378876423464,621.95,1427.58,3582.48,7111,7177,66,Apr-2025,1.0,5,13.02,635.87
Jennifer Kane,CUST500081,AEDC100081,MTR200081,38,"Kurudu, Abuja, Nigeria",41750,5,6310.03,No,3.32,46.16,4,2025-08-13 01:54:29.218462,22a6244d-2555-4c82-916a-155d5d70da5e,RCPT300081,Transfer,Postpaid,A,1310.51,17.62,,98.29,1893.73,21015.29,2990,3007,17,Mar-2025,0.87,3,8.43,20.0
Alexis Smith,CUST500082,AEDC100082,MTR200082,38,"Jabi, Abuja, Nigeria",30000,5,20130.55,No,4.46,27.95,0,2025-04-20 16:21:34.265975,a75a2a76-fa6c-4b95-8e64-39b82aec2e08,RCPT300082,Transfer,Prepaid,B,4075.42,35.45,40677643071338204243,305.66,1451.85,28612.46,4001,4036,35,Jun-2025,0.93,4,5.29,166.94
Chloe Alvarado,CUST500083,AEDC100083,MTR200083,39,"Gwagwalada, Abuja, Nigeria",30000,5,16523.11,No,3.2,28.95,4,2025-11-19 20:09:35.524069,6544f4c9-395a-4649-a80e-a655b95ff489,RCPT300083,POS,Postpaid,C,2686.63,34.9,,201.5,760.2,8369.9,4707,4741,34,Mar-2025,0.95,6,14.27,120.02
Rebecca Padilla,CUST500084,AEDC100084,MTR200084,28,"Gwagwalada, Abuja, Nigeria",44807,10,40174.37,No,2.94,34.32,2,2025-11-11 04:08:31.384754,d6607d42-b779-4c8e-838e-b6654631cf61,RCPT300084,Mobile App,Prepaid,A,3980.23,69.91,06265674138177622372,298.52,1299.67,6789.69,3459,3528,69,Jan-2025,0.96,11,26.35,759.13
Ashley Miller,CUST500085,AEDC100085,MTR200085,39,"Karu, Abuja, Nigeria",40157,9,28424.51,Yes,4.61,31.72,0,2025-04-07 21:13:18.013539,894a5347-d6a9-480d-9f8b-0820d69adc48,RCPT300085,Transfer,Prepaid,C,2545.72,20.75,38018736327374441415,190.93,1963.39,78665.07,3996,4016,20,Apr-2025,0.91,1,1.37,137.18
Deborah Hall,CUST500086,AEDC100086,MTR200086,18,"Maitama, Abuja, Nigeria",132863,11,211723.71,No,4.46,31.98,0,2026-02-23 23:38:53.409242,b9205b92-35c8-498d-95b4-747db7f28377,RCPT300086,Mobile App,Postpaid,C,19340.26,262.92,,1450.52,1152.0,5290.72,5232,5494,262,Feb-2025,0.89,4,4.31,2966.77
Andrea Mitchell,CUST500087,AEDC100087,MTR200087,32,"Gwagwalada, Abuja, Nigeria",142789,7,88031.47,Yes,2.64,41.15,4,2025-04-22 11:19:05.224696,6183a8f3-85ca-459e-8774-5004f41cbced,RCPT300087,Mobile App,Prepaid,A,12184.59,120.63,20991448973629007413,913.84,1428.84,68082.72,2882,3002,120,Jan-2025,0.99,8,22.98,826.38
Jonathan Harris,CUST500088,AEDC100088,MTR200088,47,"Karu, Abuja, Nigeria",39772,9,38329.18,No,4.08,20.68,1,2025-08-01 09:40:20.173510,a3c73a7b-7e55-409b-88e1-e87352e506e5,RCPT300088,Cash,Postpaid,A,3301.72,42.87,,247.63,994.17,12045.87,3010,3052,42,Apr-2025,0.94,5,10.2,327.74
Nicholas Dixon,CUST500089,AEDC100089,MTR200089,53,"Kubwa, Abuja, Nigeria",90466,5,57413.02,No,3.67,51.73,3,2025-12-02 22:10:58.213808,fe0c0ef9-d3ba-4488-af1c-4500630aad54,RCPT300089,Transfer,Prepaid,B,9037.54,125.55,47273057017506098847,677.82,1301.35,28138.42,6649,6774,125,Feb-2025,0.95,2,4.17,588.86
Karen Smith,CUST500090,AEDC100090,MTR200090,32,"Gwarinpa, Abuja, Nigeria",30000,5,17001.63,No,3.35,18.05,5,2026-03-12 22:39:57.913645,abeaa91a-09d0-48b7-b28f-38d678dc3ec7,RCPT300090,Mobile App,Prepaid,C,2878.81,28.79,69630477375319100117,215.91,1825.98,12103.79,3258,3286,28,May-2025,0.97,10,9.42,117.89
Andrea Evans,CUST500091,AEDC100091,MTR200091,36,"Gwarinpa, Abuja, Nigeria",229414,10,306188.78,No,4.87,13.01,0,2025-06-13 21:57:16.625690,77820ee6-27d9-49cf-9b39-8b1899d54cbb,RCPT300091,Transfer,Prepaid,A,24920.57,290.86,69772467008529163895,1869.04,1228.48,10988.06,7831,8121,290,Jan-2025,1.0,0,0.0,2889.05
Vanessa Acosta,CUST500092,AEDC100092,MTR200092,18,"Apo, Abuja, Nigeria",101742,9,51741.56,No,4.77,22.77,0,2025-11-28 11:16:52.652788,ee936d88-b6b9-4baf-9ed8-bb4a3f8addbf,RCPT300092,Mobile App,Prepaid,B,4071.01,62.15,08481257914222829268,305.33,1224.4,5756.04,5000,5062,62,Mar-2025,0.99,0,0.0,627.38
Melissa Kim,CUST500093,AEDC100093,MTR200093,46,"Kurudu, Abuja, Nigeria",174624,8,175375.23,No,4.28,17.8,2,2026-03-26 05:27:49.561704,c8f72373-970c-4763-bb0b-45ebd4b280e1,RCPT300093,Transfer,Prepaid,A,19305.03,172.63,18476365192528817240,1447.88,1896.75,6929.99,4485,4657,172,Mar-2025,0.88,5,2.77,1382.64
Diane Wilson,CUST500094,AEDC100094,MTR200094,45,"Gwagwalada, Abuja, Nigeria",41981,11,40253.99,Yes,4.64,29.8,0,2026-01-05 23:51:00.477369,fe176263-e478-478c-82bc-a5c674e43ef3,RCPT300094,Mobile App,Postpaid,B,4066.93,73.03,,305.02,2100.13,73881.4,1302,1375,73,Mar-2025,0.88,1,1.33,782.87
Jessica Garcia,CUST500095,AEDC100095,MTR200095,44,"Asokoro, Abuja, Nigeria",56347,10,38140.09,No,3.34,48.31,3,2026-01-01 15:21:18.403117,6a6bffc2-c3ee-40f7-b2cd-720e3171a48a,RCPT300095,Cash,Postpaid,A,4340.52,37.66,,325.54,2122.85,19148.08,4375,4412,37,May-2025,0.91,6,11.59,454.66
Christy Miller,CUST500096,AEDC100096,MTR200096,35,"Karu, Abuja, Nigeria",65425,6,58478.56,No,3.91,27.83,2,2025-05-03 03:57:01.300129,e9c46f18-60c7-4bd4-a080-e2445c5ad56a,RCPT300096,POS,Postpaid,C,10467.26,173.77,,785.04,1413.64,19040.46,1396,1569,173,Mar-2025,0.96,4,8.27,1018.73
Holly Weber,CUST500097,AEDC100097,MTR200097,40,"Maitama, Abuja, Nigeria",118661,2,18275.01,No,4.63,37.06,0,2025-04-19 13:28:24.771857,d7d713db-ceaa-47b1-bd3d-eaf4c8b12bc0,RCPT300097,Cash,Postpaid,C,8333.5,74.79,,625.01,2189.65,28878.06,7576,7650,74,Apr-2025,0.94,0,0.0,222.57
Christine Soto,CUST500098,AEDC100098,MTR200098,26,"Karu, Abuja, Nigeria",45702,9,52302.3,No,4.14,15.48,0,2025-11-22 06:22:49.368077,f482b886-f7ac-4139-9952-f1242cf68db3,RCPT300098,POS,Postpaid,A,4654.71,64.19,,349.1,1479.97,26362.61,4039,4103,64,Mar-2025,0.95,6,14.16,622.35
Andrea Hayes,CUST500099,AEDC100099,MTR200099,36,"Maitama, Abuja, Nigeria",30000,10,43102.57,No,4.55,19.03,1,2025-09-30 15:00:46.244425,fa0710f4-a75a-4391-b944-73e930908ccd,RCPT300099,Mobile App,Prepaid,A,4375.54,36.35,73080052389395361097,328.17,1299.81,10685.72,6136,6172,36,Feb-2025,0.97,2,1.1,379.61
Erica Simmons,CUST500100,AEDC100100,MTR200100,41,"Lugbe, Abuja, Nigeria",30000,8,27024.97,No,4.75,13.21,0,2025-06-12 01:12:26.939316,bc8ea2dd-9998-4d51-8e46-f97842ae50bc,RCPT300100,Cash,Prepaid,A,2488.22,39.45,97169431921209811700,186.62,1497.19,15035.76,7148,7187,39,Mar-2025,0.96,1,2.4,318.32
Bradley Thompson,CUST500101,AEDC100101,MTR200101,22,"Gwagwalada, Abuja, Nigeria",103950,4,39893.44,Yes,2.88,32.09,4,2025-08-31 17:49:17.938277,2b5d6982-b92e-4fc1-923f-40608f25e594,RCPT300101,Cash,Postpaid,C,7310.49,106.17,,548.29,598.35,16718.38,1196,1302,106,Jun-2025,0.8,10,19.96,393.8
Natalie Diaz,CUST500102,AEDC100102,MTR200102,55,"Gwagwalada, Abuja, Nigeria",48598,4,12536.08,Yes,4.35,19.66,0,2025-08-13 09:46:33.956603,cef52100-0a7f-4939-8bb1-a63fb5827a3e,RCPT300102,Transfer,Postpaid,C,3505.82,34.16,,262.94,2446.84,65294.94,6709,6743,34,Jan-2025,0.98,5,9.07,98.42
James Campbell,CUST500103,AEDC100103,MTR200103,57,"Kurudu, Abuja, Nigeria",105403,8,27303.33,No,4.62,17.19,0,2025-04-26 10:48:16.758401,8ccc0e53-88d6-4151-9e61-76f03fa86edc,RCPT300103,Transfer,Postpaid,A,3960.28,64.96,,297.02,1403.81,16163.5,3709,3773,64,Jun-2025,0.86,4,4.16,444.07
Madison Lewis,CUST500104,AEDC100104,MTR200104,45,"Gwarinpa, Abuja, Nigeria",89200,14,52917.24,Yes,3.92,16.48,1,2025-09-01 09:37:32.749247,d53358d5-b68c-442f-96d3-93d64a5c1b83,RCPT300104,POS,Postpaid,C,4106.94,41.0,,308.02,2026.51,67721.1,6423,6464,41,May-2025,0.92,6,14.38,633.19
Nicholas Roberts,CUST500105,AEDC100105,MTR200105,23,"Wuse, Abuja, Nigeria",44556,11,57953.29,No,3.02,53.28,5,2026-01-02 23:06:34.966962,8b73e4d7-54d1-4e1f-8ade-75f936481b2e,RCPT300105,Transfer,Postpaid,B,5836.91,61.3,,437.77,1780.85,13944.88,4687,4748,61,May-2025,0.98,8,8.9,662.17
Michael Schwartz,CUST500106,AEDC100106,MTR200106,27,"Asokoro, Abuja, Nigeria",36776,6,25715.3,No,4.01,32.66,1,2026-03-06 06:34:27.115380,54bfa34f-82a9-4cac-a33c-199f16cabcfb,RCPT300106,Cash,Postpaid,A,4159.61,33.41,,311.97,1202.24,6059.89,6559,6592,33,Apr-2025,0.9,4,9.26,226.74
Taylor Bond,CUST500107,AEDC100107,MTR200107,34,"Karu, Abuja, Nigeria",197742,10,224121.23,No,4.62,14.94,0,2025-11-29 01:42:40.132751,23ba1bbe-5003-46cc-a474-1f6b6f282a02,RCPT300107,Cash,Postpaid,A,19626.36,209.74,,1471.98,1411.38,479.58,5257,5466,209,Apr-2025,0.89,2,4.71,2071.33
Wendy Adams,CUST500108,AEDC100108,MTR200108,24,"Asokoro, Abuja, Nigeria",275189,4,131115.4,No,3.38,36.94,5,2025-10-07 02:40:08.463370,ab3ec99b-147d-43d7-9a9b-77861a9bc687,RCPT300108,Mobile App,Postpaid,A,35112.98,370.32,,2633.47,2281.7,29035.26,3299,3669,370,Jun-2025,0.91,5,4.98,1484.23
James Roman,CUST500109,AEDC100109,MTR200109,38,"Kurudu, Abuja, Nigeria",30000,9,32981.57,Yes,3.34,33.73,3,2026-01-28 03:11:37.716806,17c9b69c-6df3-40f6-a78a-8ebeab33132a,RCPT300109,Transfer,Prepaid,B,3250.5,29.57,64650157633254013042,243.79,934.61,48130.58,2717,2746,29,May-2025,0.94,7,14.36,265.72
Elizabeth Gonzalez,CUST500110,AEDC100110,MTR200110,35,"Wuse, Abuja, Nigeria",44305,9,55337.38,No,4.0,32.31,1,2026-01-05 21:36:49.855655,3142af51-8820-41f8-9245-b90c14272b3c,RCPT300110,Mobile App,Prepaid,A,5449.25,48.39,37036648134010136633,408.69,1505.86,18292.94,4025,4073,48,Jan-2025,0.9,5,9.58,494.59
Jason Martin,CUST500111,AEDC100111,MTR200111,52,"Kurudu, Abuja, Nigeria",79991,10,27530.43,No,4.45,39.63,0,2025-04-03 05:21:45.879356,317aba68-11a5-4681-be92-341081d4316f,RCPT300111,POS,Prepaid,C,2704.65,34.69,64052036008609989794,202.85,1393.43,1865.36,4297,4331,34,Jan-2025,0.94,2,3.12,456.27
Karl Wolf,CUST500112,AEDC100112,MTR200112,39,"Wuse, Abuja, Nigeria",30000,5,18688.9,Yes,3.64,28.54,3,2025-06-01 12:50:56.197379,02f79a5b-288e-42d6-93d5-d2baf4cbff07,RCPT300112,Cash,Postpaid,C,3980.6,61.96,,298.54,1059.63,42941.08,4199,4260,61,May-2025,0.79,5,9.41,338.76
Brandon Rivera,CUST500113,AEDC100113,MTR200113,63,"Jabi, Abuja, Nigeria",54076,4,24684.19,No,2.12,47.53,6,2026-02-19 20:25:15.057982,16af289a-bc4d-4d48-89a3-f7b900b8cf69,RCPT300113,Transfer,Postpaid,A,5116.95,43.18,,383.77,2459.07,6801.39,1519,1562,43,Jun-2025,0.94,11,24.03,76.01
Tina Cardenas,CUST500114,AEDC100114,MTR200114,60,"Gwagwalada, Abuja, Nigeria",32225,3,7711.26,No,3.62,32.66,2,2026-03-29 12:37:21.552047,38e77ddf-f9f1-40c1-92e9-22e9f3b3102c,RCPT300114,Transfer,Prepaid,B,2584.72,31.5,40543023320113909090,193.85,1373.19,22967.62,7531,7562,31,Mar-2025,0.87,7,13.07,29.99
Brittany Prince,CUST500115,AEDC100115,MTR200115,38,"Karu, Abuja, Nigeria",57524,11,51497.14,No,4.5,26.62,0,2025-04-23 04:08:48.294534,96c9f1e3-5bb1-4df2-8b65-56c120ce823e,RCPT300115,Transfer,Postpaid,C,5373.67,90.34,,403.03,2446.51,1381.58,4615,4705,90,May-2025,0.88,3,4.77,1063.56
Morgan Payne,CUST500116,AEDC100116,MTR200116,33,"Asokoro, Abuja, Nigeria",72921,7,23926.06,Yes,3.75,42.11,3,2025-12-13 09:24:45.252730,d91c1775-aa81-49c2-a5d9-111408ec7480,RCPT300116,Transfer,Postpaid,C,3220.13,41.69,,241.51,647.89,56540.95,3806,3847,41,Jan-2025,0.86,5,4.48,233.64
Paul Brown,CUST500117,AEDC100117,MTR200117,52,"Gwarinpa, Abuja, Nigeria",150972,10,160284.75,Yes,3.94,34.98,0,2025-08-15 15:30:53.246631,b5c78d7f-9025-4600-be12-31b55da12ed3,RCPT300117,Transfer,Prepaid,C,15415.69,227.96,52643014235862500042,1156.18,542.11,45697.66,1857,2084,227,May-2025,0.92,8,14.22,2287.83
Stephen Lowery,CUST500118,AEDC100118,MTR200118,39,"Karu, Abuja, Nigeria",61646,10,58907.77,No,2.57,53.03,5,2026-03-12 03:13:08.460948,b2114d38-7d04-4fdb-a6b3-4873d9d035eb,RCPT300118,Cash,Prepaid,A,6918.05,71.54,50406786020299130740,518.85,1188.62,4651.78,2599,2670,71,Jun-2025,0.93,7,17.96,751.88
Philip Webb,CUST500119,AEDC100119,MTR200119,38,"Dutse, Abuja, Nigeria",30000,5,21374.95,No,4.12,9.91,3,2026-02-09 21:03:23.050851,e9699936-c434-4ae8-b746-9e8d93831841,RCPT300119,Transfer,Postpaid,B,3563.06,38.65,,267.23,331.54,25081.81,2786,2824,38,Mar-2025,0.96,4,3.61,126.97
Walter Chavez,CUST500120,AEDC100120,MTR200120,44,"Dutse, Abuja, Nigeria",52709,6,11471.84,No,3.61,21.98,3,2025-09-15 14:07:41.858804,89bed2ad-e052-4cd8-a027-8e5be4a40dcc,RCPT300120,Cash,Prepaid,A,1879.14,19.1,35459309538570515685,140.94,2043.39,1853.8,1519,1538,19,Apr-2025,0.95,4,11.44,80.97
Patricia York,CUST500121,AEDC100121,MTR200121,36,"Asokoro, Abuja, Nigeria",64501,8,70285.62,No,3.22,31.2,2,2025-12-09 23:23:57.103116,db12d1ed-f325-4e79-874f-a4e281ef48ef,RCPT300121,Transfer,Postpaid,C,9548.73,80.42,,716.15,758.14,16646.02,4122,4202,80,Feb-2025,0.9,8,21.29,606.87
Kurt Molina,CUST500122,AEDC100122,MTR200122,18,"Maitama, Abuja, Nigeria",91823,10,42271.02,No,3.79,29.63,4,2026-02-18 10:49:54.900927,9af07496-bc1a-46a3-9d9f-8d8baa788f25,RCPT300122,Transfer,Prepaid,C,5032.16,81.47,98573826300026525269,377.41,1370.79,28247.08,4360,4441,81,Mar-2025,0.96,1,2.32,831.01
James Jackson,CUST500123,AEDC100123,MTR200123,34,"Kubwa, Abuja, Nigeria",93513,5,49304.13,Yes,4.47,53.15,0,2026-03-13 07:05:17.531848,4080322a-83fb-4625-a4f7-824c0431d4d9,RCPT300123,Mobile App,Prepaid,A,11353.16,188.4,00696510317181396000,851.49,2055.46,9190.66,3207,3395,188,Jan-2025,1.0,0,0.0,973.62
Lisa Davis,CUST500124,AEDC100124,MTR200124,21,"Karu, Abuja, Nigeria",96784,8,53084.9,No,4.5,13.02,0,2026-01-16 14:20:27.305248,738c0583-a758-482e-abc6-45b0402836c3,RCPT300124,Mobile App,Postpaid,A,7883.27,119.24,,591.25,786.53,19156.72,6886,7005,119,Jan-2025,0.85,3,7.41,953.45
Christopher Hester,CUST500125,AEDC100125,MTR200125,33,"Karu, Abuja, Nigeria",30000,8,34103.06,Yes,3.96,33.39,2,2025-04-21 21:01:41.003725,8bfddec1-ed08-4f36-9179-50754a2456d8,RCPT300125,Cash,Postpaid,A,5017.66,40.48,,376.32,1796.35,146.09,4426,4466,40,Jan-2025,0.76,3,6.14,394.08
Scott Newman,CUST500126,AEDC100126,MTR200126,40,"Apo, Abuja, Nigeria",168858,8,138612.54,No,3.12,34.47,4,2026-01-01 21:54:10.279390,685387c3-4566-48d2-addd-0b4a29f57c9e,RCPT300126,Cash,Postpaid,B,19350.49,151.38,,1451.29,1285.2,1457.3,2038,2189,151,Feb-2025,0.94,5,14.68,1227.42
Tonya Burns,CUST500127,AEDC100127,MTR200127,35,"Kubwa, Abuja, Nigeria",32924,3,4923.13,No,4.6,31.89,0,2025-06-29 09:00:53.525814,d71b5c36-98c4-44ae-837c-95c719741591,RCPT300127,Mobile App,Postpaid,A,1366.9,10.81,,102.52,2075.14,3676.46,1006,1016,10,Feb-2025,0.92,1,1.66,43.68
Mr. Melvin Guzman,CUST500128,AEDC100128,MTR200128,41,"Dutse, Abuja, Nigeria",134138,8,149451.53,Yes,4.55,16.79,0,2026-02-21 06:31:47.612495,960e4650-225e-47ae-b7a8-96cf1d71841e,RCPT300128,Mobile App,Postpaid,B,13147.84,102.16,,986.09,779.14,23405.82,7100,7202,102,Apr-2025,0.95,2,5.62,790.07
Rebecca Callahan,CUST500129,AEDC100129,MTR200129,41,"Dutse, Abuja, Nigeria",164188,5,113999.12,Yes,4.08,21.03,3,2026-03-13 00:14:40.845894,f289c558-a3b5-4363-ba92-63e86bc385ec,RCPT300129,Transfer,Postpaid,A,19951.98,185.37,,1496.4,1721.78,56859.07,1158,1343,185,Apr-2025,0.79,1,2.14,922.83
Paul Reed,CUST500130,AEDC100130,MTR200130,34,"Kurudu, Abuja, Nigeria",30000,7,26997.93,No,4.52,11.8,0,2025-04-09 07:24:18.667180,4113b200-e374-4a33-a3da-616976814349,RCPT300130,Mobile App,Prepaid,C,3641.67,45.01,83196351696367017161,273.13,792.21,6027.69,2502,2547,45,Jan-2025,0.94,4,7.15,281.41
Dawn Bruce,CUST500131,AEDC100131,MTR200131,31,"Karu, Abuja, Nigeria",32021,4,4008.27,Yes,4.58,16.14,0,2026-03-03 04:03:36.115503,dfdc470d-6262-4b65-8ee3-8a8aa19dd311,RCPT300131,Cash,Postpaid,C,898.2,8.96,,67.36,1554.69,73741.64,2987,2995,8,Apr-2025,0.91,5,5.2,20.0
Joshua Orr,CUST500132,AEDC100132,MTR200132,39,"Lugbe, Abuja, Nigeria",71235,6,37986.63,No,4.34,14.14,1,2025-10-14 09:45:50.813712,896e4e29-d8d1-4db8-ba82-28cc9d8acf77,RCPT300132,POS,Postpaid,A,5651.07,57.34,,423.83,544.35,26953.62,4491,4548,57,Apr-2025,0.96,3,6.45,293.39
Rebecca Ball,CUST500133,AEDC100133,MTR200133,43,"Lugbe, Abuja, Nigeria",30000,14,57131.42,No,3.56,38.01,2,2025-07-09 23:54:57.974748,404d7e68-b5bf-43c0-ad46-f0417b074255,RCPT300133,Cash,Prepaid,B,3894.52,34.5,58469628809314066923,292.09,1586.47,14305.44,4628,4662,34,Mar-2025,0.92,6,13.23,525.18
Richard Gray,CUST500134,AEDC100134,MTR200134,40,"Wuse, Abuja, Nigeria",42156,8,42366.0,Yes,4.46,22.86,0,2026-03-04 05:14:50.249927,a21ec1f5-a1d1-4fc0-b381-61b5a1d495f4,RCPT300134,Cash,Postpaid,A,5433.86,61.33,,407.54,540.49,55423.02,6723,6784,61,Jan-2025,0.89,3,6.17,426.21
David Hall,CUST500135,AEDC100135,MTR200135,33,"Lugbe, Abuja, Nigeria",81225,5,39958.49,No,3.66,35.83,4,2026-01-24 10:50:21.506557,310b0b2a-9d46-4deb-8734-5dd6ee27dd3e,RCPT300135,Cash,Postpaid,B,7973.18,143.77,,597.99,1897.83,27615.26,6380,6523,143,Feb-2025,0.8,3,3.69,624.44
Michael Turner,CUST500136,AEDC100136,MTR200136,24,"Apo, Abuja, Nigeria",30000,7,31233.78,No,3.07,40.37,4,2025-05-13 23:07:38.486618,b2cab013-804d-4fc7-9040-b9f1ba064b2b,RCPT300136,Mobile App,Prepaid,B,4740.8,64.52,85698754085203391588,355.56,983.35,951.2,3990,4054,64,May-2025,0.91,7,14.57,504.65
Carmen Guzman,CUST500137,AEDC100137,MTR200137,23,"Jabi, Abuja, Nigeria",125968,8,130334.99,No,3.48,29.43,4,2025-11-09 16:33:36.234150,9a4a77f9-9b09-44bb-ae82-c5cdd8310a7a,RCPT300137,Cash,Postpaid,C,18513.94,243.17,,1388.55,456.15,28540.16,3914,4157,243,Mar-2025,0.83,6,8.53,1880.87
Gabriel Hernandez,CUST500138,AEDC100138,MTR200138,30,"Apo, Abuja, Nigeria",87377,7,24195.45,No,3.77,34.6,3,2025-07-04 06:22:15.674709,81dfa2d4-a694-45d1-8cf7-aeb4aa0212c8,RCPT300138,POS,Prepaid,B,3023.08,33.67,52753237624604517125,226.73,569.35,15359.67,7652,7685,33,Jun-2025,0.93,3,5.76,198.44
Tanner Jordan,CUST500139,AEDC100139,MTR200139,49,"Kurudu, Abuja, Nigeria",90239,9,112365.57,No,3.52,30.09,2,2025-07-19 13:01:46.101213,decd1858-ffce-4707-ac30-e9ac65bb3525,RCPT300139,Transfer,Prepaid,C,9052.74,79.76,87143846461976175033,678.96,1289.28,22088.24,4678,4757,79,May-2025,0.85,6,15.54,622.34
Debra Castillo,CUST500140,AEDC100140,MTR200140,34,"Gwagwalada, Abuja, Nigeria",134666,9,101099.35,No,4.73,26.87,0,2025-06-18 22:29:58.692672,c4249389-e298-4da2-b39f-8dc2c8017cec,RCPT300140,Transfer,Postpaid,B,12907.72,111.55,,968.08,1036.12,29287.33,2570,2681,111,Mar-2025,0.86,0,0.0,989.51
Tiffany Carr,CUST500141,AEDC100141,MTR200141,40,"Karu, Abuja, Nigeria",139886,4,71231.42,Yes,4.28,24.7,1,2026-02-12 10:30:47.959869,8bb93089-afe2-487b-a56b-c1aa05b2177b,RCPT300141,Transfer,Postpaid,A,18705.26,269.85,,1402.89,1519.63,32037.98,3990,4259,269,Mar-2025,0.89,5,5.36,1112.39
Sara Cox MD,CUST500142,AEDC100142,MTR200142,29,"Apo, Abuja, Nigeria",34016,6,18689.39,No,4.43,45.84,0,2025-12-05 14:01:26.912427,348d3b57-5ffe-438f-8524-144a79e50583,RCPT300142,POS,Prepaid,B,2900.68,39.21,05997319664428084408,217.55,1517.43,8219.5,1297,1336,39,Feb-2025,1.0,3,2.26,313.99
Michelle Wolf,CUST500143,AEDC100143,MTR200143,31,"Kubwa, Abuja, Nigeria",40170,9,29882.41,Yes,3.72,24.54,2,2026-03-03 19:50:58.355788,126969e8-8cdd-4e45-bd3a-a54fee52ca31,RCPT300143,Transfer,Prepaid,A,3681.96,65.55,81164986321058338587,276.15,2489.16,28897.6,5707,5772,65,Mar-2025,0.82,6,12.63,606.5
